Contractor_Name,Federal_ID,Region,Job_Title,Skill_Level,Hourly_Wage_Rate,Hourly_Bill_Rate,Markup_Percent,Is_Our_Rate,Formula_Version
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Systems Administrator,Expert,43.60,87.20,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Systems Administrator,Expert,44.91,89.82,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Systems Administrator,Expert,46.26,92.51,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Systems Analyst,Junior,26.29,52.57,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Systems Analyst,Junior,26.55,53.11,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Systems Analyst,Junior,27.35,54.69,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Systems Analyst,Mid-Level,32.55,65.10,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Systems Analyst,Mid-Level,33.53,67.05,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Systems Analyst,Mid-Level,34.54,69.07,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Systems Analyst,Senior,38.54,77.09,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Systems Analyst,Senior,39.70,79.39,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Systems Analyst,Senior,40.89,81.78,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Systems Analyst,Expert,42.15,84.30,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Systems Analyst,Expert,43.41,86.83,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Systems Analyst,Expert,44.71,89.42,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Systems Architect,Junior,28.33,56.65,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Systems Architect,Junior,29.18,58.36,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Systems Architect,Junior,30.06,60.11,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Systems Architect,Mid-Level,35.07,70.14,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Systems Architect,Mid-Level,36.13,72.26,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Systems Architect,Mid-Level,37.21,74.43,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Systems Architect,Senior,41.53,83.06,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Systems Architect,Senior,42.78,85.55,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Systems Architect,Senior,44.06,88.13,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Systems Architect,Expert,45.42,90.85,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Systems Architect,Expert,46.78,93.57,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Systems Architect,Expert,48.18,96.37,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Systems Developer,Junior,26.74,53.48,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Systems Developer,Junior,27.54,55.08,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Systems Developer,Junior,28.37,56.73,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Systems Developer,Mid-Level,33.11,66.23,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Systems Developer,Mid-Level,34.10,68.21,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Systems Developer,Mid-Level,35.13,70.27,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Systems Developer,Senior,39.21,78.42,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Systems Developer,Senior,40.39,80.77,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Systems Developer,Senior,41.59,83.18,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Systems Developer,Expert,42.88,85.76,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Systems Developer,Expert,44.17,88.33,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Systems Developer,Expert,45.48,90.97,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Technical Writer,Junior,24.02,48.04,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Technical Writer,Junior,24.74,49.48,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Technical Writer,Junior,25.48,50.96,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Technical Writer,Mid-Level,29.75,59.49,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Technical Writer,Mid-Level,30.63,61.26,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Technical Writer,Mid-Level,31.56,63.12,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Technical Writer,Senior,35.23,70.45,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Technical Writer,Senior,36.28,72.55,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Technical Writer,Senior,37.37,74.74,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Technical Writer,Expert,38.51,77.02,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Technical Writer,Expert,39.68,79.35,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Technical Writer,Expert,40.86,81.72,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Tester,Junior,22.89,45.77,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Tester,Junior,23.58,47.15,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Tester,Junior,23.81,47.63,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Tester,Mid-Level,28.35,56.69,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Tester,Mid-Level,29.19,58.38,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Tester,Mid-Level,30.07,60.13,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Tester,Senior,33.56,67.11,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Tester,Senior,34.57,69.13,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Tester,Senior,35.61,71.21,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Tester,Expert,36.70,73.40,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Tester,Expert,37.80,75.60,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Tester,Expert,38.93,77.87,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Training Developer,Junior,22.66,45.32,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Training Developer,Junior,23.34,46.68,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Training Developer,Junior,23.80,47.61,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Training Developer,Mid-Level,28.06,56.11,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Training Developer,Mid-Level,28.90,57.80,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Training Developer,Mid-Level,29.77,59.53,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Training Developer,Senior,33.23,66.46,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Training Developer,Senior,34.23,68.45,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Training Developer,Senior,35.25,70.49,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Training Developer,Expert,36.34,72.68,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Training Developer,Expert,37.43,74.86,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Training Developer,Expert,38.55,77.11,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Web Administrator,Junior,23.11,46.23,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Web Administrator,Junior,23.80,47.61,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Web Administrator,Junior,24.52,49.05,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Web Administrator,Mid-Level,28.62,57.25,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Web Administrator,Mid-Level,29.48,58.96,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Web Administrator,Mid-Level,30.36,60.73,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Web Administrator,Senior,33.89,67.77,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Web Administrator,Senior,34.91,69.81,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Web Administrator,Senior,35.96,71.91,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Web Administrator,Expert,37.06,74.12,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Web Administrator,Expert,38.17,76.34,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Web Administrator,Expert,39.32,78.63,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Web Designer,Junior,24.02,48.04,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Web Designer,Junior,24.74,49.48,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Web Designer,Junior,25.24,50.47,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Web Designer,Mid-Level,29.75,59.49,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Web Designer,Mid-Level,30.63,61.26,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Web Designer,Mid-Level,31.56,63.12,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Web Designer,Senior,35.23,70.45,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Web Designer,Senior,36.28,72.55,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Web Designer,Senior,37.37,74.74,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Web Designer,Expert,38.51,77.02,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Web Designer,Expert,39.68,79.35,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Web Designer,Expert,40.86,81.72,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Web Developer,Junior,23.57,47.13,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Web Developer,Junior,24.28,48.55,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Web Developer,Junior,24.76,49.52,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Web Developer,Mid-Level,29.18,58.36,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Web Developer,Mid-Level,30.06,60.11,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Web Developer,Mid-Level,30.96,61.92,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Web Developer,Senior,34.56,69.11,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Web Developer,Senior,35.60,71.19,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Web Developer,Senior,36.66,73.32,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Web Developer,Expert,37.79,75.58,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Web Developer,Expert,38.92,77.85,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Web Developer,Expert,40.09,80.18,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Web Manager,Junior,23.79,47.59,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Web Manager,Junior,24.50,49.01,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Web Manager,Junior,25.25,50.49,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Web Manager,Mid-Level,29.47,58.94,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Web Manager,Mid-Level,30.34,60.69,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Web Manager,Mid-Level,31.26,62.52,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Web Manager,Senior,34.89,69.77,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Web Manager,Senior,35.94,71.87,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Web Manager,Senior,37.02,74.04,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 1,Web Manager,Expert,38.15,76.30,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 2,Web Manager,Expert,39.29,78.59,100.00,false,
AVENUES INTERNATIONAL INC.,22-3318743,Region 3,Web Manager,Expert,40.48,80.96,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Business Analyst,Junior,20.90,41.80,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Business Analyst,Junior,21.06,42.13,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Business Analyst,Junior,23.94,47.88,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Business Analyst,Mid-Level,27.93,55.85,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Business Analyst,Mid-Level,28.17,56.33,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Business Analyst,Mid-Level,29.04,58.08,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Business Analyst,Senior,33.56,67.12,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Business Analyst,Senior,34.20,68.39,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Business Analyst,Senior,36.76,73.51,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Business Analyst,Expert,39.39,78.79,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Business Analyst,Expert,39.11,78.22,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Business Analyst,Expert,40.87,81.74,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Cloud Engineer,Junior,23.09,46.18,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Cloud Engineer,Junior,23.25,46.51,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Cloud Engineer,Junior,25.62,51.23,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Cloud Engineer,Mid-Level,34.83,69.66,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Cloud Engineer,Mid-Level,35.02,70.03,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Cloud Engineer,Mid-Level,36.32,72.64,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Cloud Engineer,Senior,42.47,84.94,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Cloud Engineer,Senior,42.13,84.26,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Cloud Engineer,Senior,45.26,90.52,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Cloud Engineer,Expert,47.20,94.39,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Cloud Engineer,Expert,46.94,93.89,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Cloud Engineer,Expert,49.43,98.86,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Database Administrator,Junior,22.84,45.67,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Database Administrator,Junior,22.97,45.94,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Database Administrator,Junior,23.93,47.86,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Database Administrator,Mid-Level,29.64,59.29,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Database Administrator,Mid-Level,29.24,58.48,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Database Administrator,Mid-Level,30.92,61.85,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Database Administrator,Senior,36.35,72.70,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Database Administrator,Senior,36.49,72.99,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Database Administrator,Senior,39.44,78.87,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Database Administrator,Expert,41.10,82.20,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Database Administrator,Expert,40.53,81.06,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Database Administrator,Expert,44.38,88.77,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Database Architect,Junior,28.10,56.20,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Database Architect,Junior,28.12,56.24,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Database Architect,Junior,29.24,58.48,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Database Architect,Mid-Level,35.13,70.25,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Database Architect,Mid-Level,34.96,69.92,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Database Architect,Mid-Level,36.80,73.60,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Database Architect,Senior,42.84,85.68,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Database Architect,Senior,42.92,85.83,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Database Architect,Senior,45.88,91.76,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Database Architect,Expert,47.60,95.20,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Database Architect,Expert,47.39,94.78,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Database Architect,Expert,49.39,98.79,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Database Manager,Junior,22.29,44.58,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Database Manager,Junior,22.43,44.86,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Database Manager,Junior,23.70,47.40,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Database Manager,Mid-Level,27.86,55.72,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Database Manager,Mid-Level,27.90,55.81,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Database Manager,Mid-Level,29.27,58.54,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Database Manager,Senior,33.98,67.95,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Database Manager,Senior,34.09,68.17,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Database Manager,Senior,36.08,72.16,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Database Manager,Expert,37.75,75.50,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Database Manager,Expert,37.66,75.33,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Database Manager,Expert,39.97,79.95,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Graphic Designer,Junior,14.23,28.45,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Graphic Designer,Junior,14.33,28.67,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Graphic Designer,Junior,15.87,31.73,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Graphic Designer,Mid-Level,16.96,33.92,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Graphic Designer,Mid-Level,16.87,33.75,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Graphic Designer,Mid-Level,17.93,35.87,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Graphic Designer,Senior,20.68,41.36,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Graphic Designer,Senior,20.74,41.47,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Graphic Designer,Senior,22.16,44.32,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Graphic Designer,Expert,22.98,45.96,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Graphic Designer,Expert,22.89,45.78,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Graphic Designer,Expert,24.54,49.09,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Help Desk Manager,Junior,17.44,34.88,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Help Desk Manager,Junior,17.51,35.02,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Help Desk Manager,Junior,18.18,36.35,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Help Desk Manager,Mid-Level,21.81,43.62,100.00,false,
